datetime,sessionTime,type,message,details
250708193523.429,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250708193523.461,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250708193523.462,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250708193523.482,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250708193533.484,6.280,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250708193533.509,6.280,Screenshots,screen_1920x1080_2.jpg,NONE
250708193533.509,6.280,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250708193533.532,6.280,Screenshots,screen_1920x1080_3.jpg,NONE
250708193533.532,6.280,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250708193533.549,6.280,Screenshots,screen_1920x1080_4.jpg,NONE
250708193543.514,16.320,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250708193543.539,16.320,Screenshots,screen_1920x1080_5.jpg,NONE
250708193543.539,16.320,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250708193543.558,16.320,Screenshots,screen_1920x1080_6.jpg,NONE
250708193547.225,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250708193548.561,21.360,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250708193548.585,21.360,Screenshots,screen_1920x1080_8.jpg,NONE
250708193548.586,21.360,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250708193548.604,21.360,Screenshots,screen_1920x1080_9.jpg,NONE
250708193558.563,31.360,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250708193558.588,31.360,Screenshots,screen_1920x1080_10.jpg,NONE
250708193558.588,31.360,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250708193558.607,31.360,Screenshots,screen_1920x1080_11.jpg,NONE
250708193603.611,36.400,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250708193603.636,36.400,Screenshots,screen_1920x1080_12.jpg,NONE
250708193603.636,36.400,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250708193603.656,36.400,Screenshots,screen_1920x1080_13.jpg,NONE
250708193607.225,40.000,Screenshots,screen_1920x1080_14.jpg,NONE
250708193613.615,46.420,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250708193613.641,46.420,Screenshots,screen_1920x1080_15.jpg,NONE
250708193613.641,46.420,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250708193613.661,46.420,Screenshots,screen_1920x1080_16.jpg,NONE
250708193618.665,51.460,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250708193618.693,51.460,Screenshots,screen_1920x1080_17.jpg,NONE
250708193618.693,51.460,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250708193618.716,51.460,Screenshots,screen_1920x1080_18.jpg,NONE
250708193627.227,60.000,Screenshots,screen_1920x1080_19.jpg,NONE
250708193628.668,61.460,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250708193628.692,61.460,Screenshots,screen_1920x1080_20.jpg,NONE
250708193628.692,61.460,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250708193628.713,61.460,Screenshots,screen_1920x1080_21.jpg,NONE
250708193628.713,61.460,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250708193628.734,61.460,Screenshots,screen_1920x1080_22.jpg,NONE
