datetime,sessionTime,type,message,details
250714193023.280,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714193023.313,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714193023.314,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714193023.335,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714193033.344,6.480,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714193033.370,6.480,Screenshots,screen_1920x1080_2.jpg,NONE
250714193033.372,6.480,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714193033.403,6.480,Screenshots,screen_1920x1080_3.jpg,NONE
250714193033.403,6.480,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714193033.427,6.480,Screenshots,screen_1920x1080_4.jpg,NONE
250714193043.376,16.500,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250714193043.402,16.500,Screenshots,screen_1920x1080_5.jpg,NONE
250714193043.402,16.500,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250714193043.425,16.500,Screenshots,screen_1920x1080_6.jpg,NONE
250714193046.888,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250714193048.433,21.560,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250714193048.461,21.560,Screenshots,screen_1920x1080_8.jpg,NONE
250714193048.461,21.560,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250714193048.485,21.560,Screenshots,screen_1920x1080_9.jpg,NONE
250714193058.435,31.560,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250714193058.464,31.560,Screenshots,screen_1920x1080_10.jpg,NONE
250714193058.464,31.560,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250714193058.488,31.560,Screenshots,screen_1920x1080_11.jpg,NONE
250714193103.490,36.620,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250714193103.518,36.620,Screenshots,screen_1920x1080_12.jpg,NONE
250714193103.518,36.620,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250714193103.542,36.620,Screenshots,screen_1920x1080_13.jpg,NONE
250714193106.891,40.000,Screenshots,screen_1920x1080_14.jpg,
