datetime,sessionTime,type,message,details
250714202157.060,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714202157.096,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714202157.097,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714202157.119,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714202207.123,6.300,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714202207.161,6.300,Screenshots,screen_1920x1080_2.jpg,NONE
250714202207.401,6.300,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714202207.435,6.300,Screenshots,screen_1920x1080_3.jpg,NONE
250714202207.435,6.300,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714202207.458,6.300,Screenshots,screen_1920x1080_4.jpg,NONE
250714202217.166,16.340,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250714202217.198,16.340,Screenshots,screen_1920x1080_5.jpg,NONE
250714202217.199,16.340,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250714202217.223,16.340,Screenshots,screen_1920x1080_6.jpg,NONE
250714202220.863,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250714202222.234,21.400,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250714202222.260,21.400,Screenshots,screen_1920x1080_8.jpg,NONE
250714202222.260,21.400,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250714202222.280,21.400,Screenshots,screen_1920x1080_9.jpg,NONE
250714202232.233,31.400,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250714202232.264,31.400,Screenshots,screen_1920x1080_10.jpg,NONE
250714202232.265,31.400,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250714202232.292,31.400,Screenshots,screen_1920x1080_11.jpg,NONE
250714202237.293,36.460,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250714202237.330,36.460,Screenshots,screen_1920x1080_12.jpg,NONE
250714202237.330,36.460,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250714202237.354,36.460,Screenshots,screen_1920x1080_13.jpg,NONE
250714202240.863,40.000,Screenshots,screen_1920x1080_14.jpg,
