datetime,sessionTime,leftTrigger,rightTrigger,totalValue
250708191625.473,1.020,0,000,0,000,0,000
250708191626.494,2.040,0,000,0,000,0,000
250708191627.515,3.060,0,000,0,000,0,000
250708191628.536,4.080,0,000,0,000,0,000
250708191629.555,5.100,0,000,0,000,0,000
250708191630.572,6.120,0,000,0,000,0,000
250708191631.593,7.140,0,000,0,000,0,000
250708191632.614,8.160,0,000,0,000,0,000
250708191633.633,9.180,0,000,0,000,0,000
250708191634.655,10.200,0,000,0,000,0,000
250708191635.671,11.220,0,000,0,000,0,000
250708191636.697,12.240,0,000,0,000,0,000
250708191637.712,13.260,0,000,0,000,0,000
250708191638.732,14.280,0,000,0,000,0,000
250708191641.911,15.300,0,000,0,000,0,000
250708191656.547,16.320,0,000,0,000,0,000
250708191657.569,17.340,0,000,0,000,0,000
250708191713.038,18.360,0,000,0,000,0,000
250708191714.057,19.380,0,000,0,000,0,000
250708191715.078,20.400,0,000,0,000,0,000
