datetime,sessionTime,type,message,details
250716120841.188,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250716120841.224,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250716120841.225,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250716120841.249,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250716120851.252,8.800,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250716120851.277,8.800,Screenshots,screen_1920x1080_2.jpg,NONE
250716120851.753,8.800,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250716120851.776,8.800,Screenshots,screen_1920x1080_3.jpg,NONE
250716120851.776,8.800,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250716120851.797,8.800,Screenshots,screen_1920x1080_4.jpg,NONE
250716120908.277,20.000,Screenshots,screen_1920x1080_5.jpg,NONE
250716120926.281,38.040,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250716120926.306,38.040,Screenshots,screen_1920x1080_6.jpg,NONE
250716120926.306,38.040,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250716120926.329,38.040,Screenshots,screen_1920x1080_7.jpg,NONE
250716120928.281,40.000,Screenshots,screen_1920x1080_8.jpg,NONE
250716120931.345,43.080,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250716120931.368,43.080,Screenshots,screen_1920x1080_9.jpg,NONE
250716120931.368,43.080,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250716120931.386,43.080,Screenshots,screen_1920x1080_10.jpg,NONE
250716120951.782,60.000,Screenshots,screen_1920x1080_11.jpg,NONE
250716121006.332,74.580,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250716121006.359,74.580,Screenshots,screen_1920x1080_12.jpg,NONE
250716121006.359,74.580,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250716121006.382,74.580,Screenshots,screen_1920x1080_13.jpg,NONE
250716121011.410,79.640,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250716121011.444,79.640,Screenshots,screen_1920x1080_14.jpg,NONE
250716121011.445,79.640,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250716121011.471,79.640,Screenshots,screen_1920x1080_15.jpg,NONE
250716121011.784,80.020,Screenshots,screen_1920x1080_16.jpg,NONE
250716121031.787,100.020,Screenshots,screen_1920x1080_17.jpg,NONE
250716121046.391,114.640,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250716121046.419,114.640,Screenshots,screen_1920x1080_18.jpg,NONE
250716121046.419,114.640,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250716121046.445,114.640,Screenshots,screen_1920x1080_19.jpg,NONE
250716121051.510,119.700,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250716121051.533,119.700,Screenshots,screen_1920x1080_20.jpg,NONE
250716121051.533,119.700,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250716121051.555,119.700,Screenshots,screen_1920x1080_21.jpg,NONE
250716121051.782,120.020,Screenshots,screen_1920x1080_22.jpg,NONE
250716121111.782,140.020,Screenshots,screen_1920x1080_23.jpg,NONE
250716121126.452,154.700,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250716121126.476,154.700,Screenshots,screen_1920x1080_24.jpg,NONE
250716121126.476,154.700,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250716121126.497,154.700,Screenshots,screen_1920x1080_25.jpg,NONE
250716121126.500,154.700,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250716121126.520,154.700,Screenshots,screen_1920x1080_26.jpg,NONE
