datetime,sessionTime,type,message,details
250715161153.539,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715161153.598,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715161153.598,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715161153.622,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715161203.625,8.160,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715161203.650,8.160,Screenshots,screen_1920x1080_2.jpg,NONE
250715161203.932,8.160,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715161203.962,8.160,Screenshots,screen_1920x1080_3.jpg,NONE
250715161203.963,8.160,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715161203.985,8.160,Screenshots,screen_1920x1080_4.jpg,NONE
250715161215.501,19.980,Screenshots,screen_1920x1080_5.jpg,NONE
250715161235.504,39.980,Screenshots,screen_1920x1080_6.jpg,NONE
250715161238.655,43.160,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715161238.684,43.160,Screenshots,screen_1920x1080_7.jpg,NONE
250715161238.684,43.160,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715161238.710,43.160,Screenshots,screen_1920x1080_8.jpg,NONE
250715161243.723,48.220,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715161243.751,48.220,Screenshots,screen_1920x1080_9.jpg,NONE
250715161243.752,48.220,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715161243.774,48.220,Screenshots,screen_1920x1080_10.jpg,NONE
250715161255.508,60.000,Screenshots,screen_1920x1080_11.jpg,NONE
250715161315.506,80.000,Screenshots,screen_1920x1080_12.jpg,NONE
250715161318.715,83.220,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250715161318.750,83.220,Screenshots,screen_1920x1080_13.jpg,NONE
250715161318.750,83.220,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250715161318.780,83.220,Screenshots,screen_1920x1080_14.jpg,NONE
250715161323.810,88.300,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250715161323.844,88.300,Screenshots,screen_1920x1080_15.jpg,NONE
250715161323.844,88.300,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250715161323.872,88.300,Screenshots,screen_1920x1080_16.jpg,NONE
250715161335.514,100.000,Screenshots,screen_1920x1080_17.jpg,NONE
250715161355.521,120.000,Screenshots,screen_1920x1080_18.jpg,NONE
250715161358.781,123.300,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250715161358.815,123.300,Screenshots,screen_1920x1080_19.jpg,NONE
250715161358.816,123.300,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250715161358.846,123.300,Screenshots,screen_1920x1080_20.jpg,NONE
250715161403.926,128.360,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250715161403.956,128.360,Screenshots,screen_1920x1080_21.jpg,NONE
250715161403.956,128.360,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250715161403.982,128.360,Screenshots,screen_1920x1080_22.jpg,NONE
250715161415.523,140.000,Screenshots,screen_1920x1080_23.jpg,NONE
250715161435.528,160.020,Screenshots,screen_1920x1080_24.jpg,NONE
250715161438.853,163.360,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250715161438.886,163.360,Screenshots,screen_1920x1080_25.jpg,NONE
250715161438.887,163.360,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250715161438.916,163.360,Screenshots,screen_1920x1080_26.jpg,NONE
250715161438.917,163.360,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250715161438.945,163.360,Screenshots,screen_1920x1080_27.jpg,NONE
