datetime,sessionTime,type,message,details
250714194109.607,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714194109.642,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714194109.643,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714194109.665,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714194119.668,8.160,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714194119.696,8.160,Screenshots,screen_1920x1080_2.jpg,NONE
250714194119.698,8.160,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714194119.721,8.160,Screenshots,screen_1920x1080_3.jpg,NONE
250714194119.721,8.160,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714194119.743,8.160,Screenshots,screen_1920x1080_4.jpg,NONE
250714194129.703,18.200,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250714194129.731,18.200,Screenshots,screen_1920x1080_5.jpg,NONE
250714194129.731,18.200,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250714194129.755,18.200,Screenshots,screen_1920x1080_6.jpg,NONE
250714194131.527,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250714194134.756,23.260,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250714194134.786,23.260,Screenshots,screen_1920x1080_8.jpg,NONE
250714194134.786,23.260,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250714194134.811,23.260,Screenshots,screen_1920x1080_9.jpg,NONE
250714194144.760,33.260,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250714194144.790,33.260,Screenshots,screen_1920x1080_10.jpg,NONE
250714194144.791,33.260,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250714194144.813,33.260,Screenshots,screen_1920x1080_11.jpg,NONE
250714194149.820,38.320,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250714194149.849,38.320,Screenshots,screen_1920x1080_12.jpg,NONE
250714194149.849,38.320,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250714194149.875,38.320,Screenshots,screen_1920x1080_13.jpg,NONE
250714194151.530,40.000,Screenshots,screen_1920x1080_14.jpg,
