datetime,sessionTime,leftTrigger,rightTrigger,totalValue
250708191840.215,1.020,0,000,0,000,0,000
250708191841.235,2.040,0,000,0,000,0,000
250708191842.254,3.060,0,000,0,000,0,000
250708191843.277,4.080,0,000,0,000,0,000
250708191844.292,5.100,0,000,0,000,0,000
250708191845.316,6.120,0,000,0,000,0,000
250708191846.334,7.140,0,000,0,000,0,000
250708191847.358,8.160,0,000,0,000,0,000
250708191848.377,9.180,0,000,0,000,0,000
250708191849.396,10.200,0,000,0,000,0,000
250708191850.415,11.220,0,000,0,000,0,000
250708191851.436,12.240,0,000,0,000,0,000
250708191852.457,13.260,0,000,0,000,0,000
250708191853.477,14.280,0,000,0,000,0,000
250708191854.493,15.300,0,000,0,000,0,000
250708191855.514,16.320,0,000,0,000,0,000
250708191856.537,17.340,0,000,0,000,0,000
250708191857.553,18.360,0,000,0,000,0,000
250708191858.577,19.380,0,000,0,000,0,000
250708191859.593,20.400,0,000,0,000,0,000
250708191900.617,21.420,0,000,0,000,0,000
250708191901.634,22.440,0,000,0,000,0,000
250708191902.658,23.460,0,000,0,000,0,000
250708191903.675,24.480,0,000,0,000,0,000
250708191904.694,25.500,0,000,0,000,0,000
250708191905.714,26.520,0,000,0,000,0,000
250708191906.737,27.540,0,000,0,000,0,000
250708191907.753,28.560,0,000,0,000,0,000
250708191908.777,29.580,0,000,0,000,0,000
250708191909.796,30.600,0,000,0,000,0,000
250708191910.815,31.620,0,000,0,000,0,000
250708191911.834,32.640,0,000,0,000,0,000
250708191912.855,33.660,0,000,0,000,0,000
250708191913.875,34.680,0,000,0,000,0,000
250708191914.898,35.700,0,000,0,000,0,000
250708191915.914,36.720,0,000,0,000,0,000
250708191916.933,37.740,0,000,0,000,0,000
250708191917.957,38.760,0,000,0,000,0,000
250708191918.974,39.780,0,000,0,000,0,000
250708191919.993,40.800,0,000,0,000,0,000
250708191921.016,41.820,0,000,0,000,0,000
250708191922.033,42.840,0,000,0,000,0,000
250708191923.054,43.860,0,000,0,000,0,000
250708191924.073,44.880,0,000,0,000,0,000
250708191925.096,45.900,0,000,0,000,0,000
250708191926.119,46.920,0,000,0,000,0,000
250708191927.135,47.940,0,000,0,000,0,000
250708191928.153,48.960,0,000,0,000,0,000
250708191929.173,49.980,0,000,0,000,0,000
250708191930.196,51.000,0,000,0,000,0,000
250708191931.217,52.020,0,000,0,000,0,000
250708191932.233,53.040,0,000,0,000,0,000
250708191933.253,54.060,0,000,0,000,0,000
250708191934.274,55.080,0,000,0,000,0,000
250708191935.293,56.100,0,000,0,000,0,000
250708191936.313,57.120,0,000,0,000,0,000
250708191937.334,58.140,0,000,0,000,0,000
250708191938.355,59.160,0,000,0,000,0,000
