datetime,sessionTime,type,message,details
250708191834.081,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250708191834.114,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250708191834.114,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250708191834.136,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250708191844.140,4.940,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250708191844.164,4.940,Screenshots,screen_1920x1080_2.jpg,NONE
250708191844.166,4.940,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250708191844.184,4.940,Screenshots,screen_1920x1080_3.jpg,NONE
250708191844.186,4.940,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250708191844.203,4.940,Screenshots,screen_1920x1080_4.jpg,NONE
250708191854.170,14.960,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250708191854.193,14.960,Screenshots,screen_1920x1080_5.jpg,NONE
250708191854.193,14.960,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250708191854.213,14.960,Screenshots,screen_1920x1080_6.jpg,NONE
250708191859.233,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250708191859.233,20.000,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250708191859.254,20.000,Screenshots,screen_1920x1080_8.jpg,NONE
250708191859.254,20.000,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250708191859.273,20.000,Screenshots,screen_1920x1080_9.jpg,NONE
250708191909.237,30.040,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250708191909.260,30.040,Screenshots,screen_1920x1080_10.jpg,NONE
250708191909.260,30.040,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250708191909.279,30.040,Screenshots,screen_1920x1080_11.jpg,NONE
250708191914.284,35.080,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250708191914.310,35.080,Screenshots,screen_1920x1080_12.jpg,NONE
250708191914.310,35.080,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250708191914.330,35.080,Screenshots,screen_1920x1080_13.jpg,NONE
250708191919.233,40.000,Screenshots,screen_1920x1080_14.jpg,NONE
250708191924.288,45.080,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250708191924.313,45.080,Screenshots,screen_1920x1080_15.jpg,NONE
250708191924.313,45.080,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250708191924.332,45.080,Screenshots,screen_1920x1080_16.jpg,NONE
250708191929.333,50.140,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250708191929.358,50.140,Screenshots,screen_1920x1080_17.jpg,NONE
250708191929.358,50.140,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250708191929.377,50.140,Screenshots,screen_1920x1080_18.jpg,NONE
250708191939.234,60.000,Screenshots,screen_1920x1080_19.jpg,NONE
250708191939.337,60.140,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250708191939.360,60.140,Screenshots,screen_1920x1080_20.jpg,NONE
250708191939.362,60.140,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250708191939.380,60.140,Screenshots,screen_1920x1080_21.jpg,NONE
250708191939.381,60.140,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250708191939.402,60.140,Screenshots,screen_1920x1080_22.jpg,NONE
