datetime,sessionTime,type,message,details
250715000511.796,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715000511.835,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715000511.836,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715000511.860,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715000521.862,7.820,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715000521.890,7.820,Screenshots,screen_1920x1080_2.jpg,NONE
250715000522.178,7.820,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715000522.211,7.820,Screenshots,screen_1920x1080_3.jpg,NONE
250715000522.211,7.820,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715000522.233,7.820,Screenshots,screen_1920x1080_4.jpg,NONE
250715000531.895,17.800,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715000531.923,17.800,Screenshots,screen_1920x1080_5.jpg,NONE
250715000531.924,17.800,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715000531.948,17.800,Screenshots,screen_1920x1080_6.jpg,NONE
250715000534.104,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250715000536.961,22.860,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715000536.985,22.860,Screenshots,screen_1920x1080_8.jpg,NONE
250715000536.985,22.860,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715000537.006,22.860,Screenshots,screen_1920x1080_9.jpg,NONE
250715000546.951,32.860,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250715000546.979,32.860,Screenshots,screen_1920x1080_10.jpg,NONE
250715000546.979,32.860,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250715000547.004,32.860,Screenshots,screen_1920x1080_11.jpg,NONE
250715000552.010,37.920,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250715000552.039,37.920,Screenshots,screen_1920x1080_12.jpg,NONE
250715000552.039,37.920,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250715000552.066,37.920,Screenshots,screen_1920x1080_13.jpg,NONE
250715000610.582,37.920,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250715000610.626,37.920,Screenshots,screen_1920x1080_14.jpg,NONE
250715000610.627,37.920,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250715000610.662,37.920,Screenshots,screen_1920x1080_15.jpg,NONE
250715000612.680,40.000,Screenshots,screen_1920x1080_16.jpg,NONE
250715000615.664,43.000,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250715000615.690,43.000,Screenshots,screen_1920x1080_17.jpg,NONE
250715000615.690,43.000,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250715000615.714,43.000,Screenshots,screen_1920x1080_18.jpg,NONE
250715000638.567,52.640,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250715000638.595,52.640,Screenshots,screen_1920x1080_19.jpg,NONE
250715000638.595,52.640,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250715000638.620,52.640,Screenshots,screen_1920x1080_20.jpg,NONE
250715000638.624,52.640,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250715000638.648,52.640,Screenshots,screen_1920x1080_21.jpg,NONE
