datetime,sessionTime,type,message,details
250717104601.929,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250717104601.974,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250717104601.974,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250717104602.003,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250717104612.008,10.080,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250717104612.042,10.080,Screenshots,screen_1920x1080_2.jpg,NONE
250717104612.698,10.080,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250717104612.726,10.080,Screenshots,screen_1920x1080_3.jpg,NONE
250717104612.726,10.080,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250717104612.753,10.080,Screenshots,screen_1920x1080_4.jpg,NONE
250717104622.376,19.980,Screenshots,screen_1920x1080_5.jpg,NONE
250717104642.384,40.000,Screenshots,screen_1920x1080_6.jpg,NONE
250717104647.048,44.700,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250717104647.089,44.700,Screenshots,screen_1920x1080_7.jpg,NONE
250717104647.089,44.700,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250717104647.123,44.700,Screenshots,screen_1920x1080_8.jpg,NONE
250717104652.136,49.780,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250717104652.168,49.780,Screenshots,screen_1920x1080_9.jpg,NONE
250717104652.168,49.780,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250717104652.195,49.780,Screenshots,screen_1920x1080_10.jpg,NONE
