datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
250702150112.449,0.120,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150112.569,0.240,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150112.691,0.360,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150112.809,0.480,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150112.928,0.600,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.051,0.720,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.170,0.840,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.289,0.960,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.408,1.080,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.530,1.200,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.648,1.320,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.769,1.440,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150113.889,1.560,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.008,1.680,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.129,1.800,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.248,1.920,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.369,2.040,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.489,2.160,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.609,2.280,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.729,2.400,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.850,2.520,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150114.969,2.640,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.089,2.760,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.208,2.880,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.328,3.000,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.449,3.120,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.570,3.240,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.688,3.360,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.809,3.480,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150115.930,3.600,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.050,3.720,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.170,3.840,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.289,3.960,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.410,4.080,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.530,4.200,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.648,4.320,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.771,4.440,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150116.888,4.560,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.010,4.680,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.128,4.800,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.248,4.920,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.369,5.040,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.488,5.160,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.608,5.280,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.729,5.400,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.850,5.520,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150117.969,5.640,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.088,5.760,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.210,5.880,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.328,6.000,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.447,6.120,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.570,6.240,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.690,6.360,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.810,6.480,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150118.929,6.600,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.050,6.720,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.169,6.840,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.290,6.960,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.411,7.080,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.531,7.200,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.651,7.320,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.770,7.440,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150119.890,7.560,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.009,7.680,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.129,7.800,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.250,7.920,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.369,8.040,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.489,8.160,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.609,8.280,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.729,8.400,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.848,8.520,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150120.970,8.640,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150121.090,8.760,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150121.209,8.880,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250702150121.329,9.000,0.0000,1.0000,-4.6160,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
