datetime,sessionTime,type,message,details
250708201053.329,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250708201053.360,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250708201053.360,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250708201053.380,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250708201103.386,8.620,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250708201103.412,8.620,Screenshots,screen_1920x1080_2.jpg,NONE
250708201103.414,8.620,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250708201103.433,8.620,Screenshots,screen_1920x1080_3.jpg,NONE
250708201103.435,8.620,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250708201103.454,8.620,Screenshots,screen_1920x1080_4.jpg,NONE
250708201113.421,18.640,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250708201113.445,18.640,Screenshots,screen_1920x1080_5.jpg,NONE
250708201113.445,18.640,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250708201113.465,18.640,Screenshots,screen_1920x1080_6.jpg,NONE
250708201114.805,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250708201118.470,23.700,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250708201118.496,23.700,Screenshots,screen_1920x1080_8.jpg,NONE
250708201118.497,23.700,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250708201118.516,23.700,Screenshots,screen_1920x1080_9.jpg,NONE
250708201128.472,33.700,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250708201128.503,33.700,Screenshots,screen_1920x1080_10.jpg,NONE
250708201128.503,33.700,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250708201128.526,33.700,Screenshots,screen_1920x1080_11.jpg,NONE
250708201133.530,38.760,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250708201133.554,38.760,Screenshots,screen_1920x1080_12.jpg,NONE
250708201133.554,38.760,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250708201133.574,38.760,Screenshots,screen_1920x1080_13.jpg,NONE
250708201134.799,40.000,Screenshots,screen_1920x1080_14.jpg,NONE
250708201143.530,48.760,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250708201143.554,48.760,Screenshots,screen_1920x1080_15.jpg,NONE
250708201143.555,48.760,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250708201143.574,48.760,Screenshots,screen_1920x1080_16.jpg,NONE
250708201148.578,53.800,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250708201148.603,53.800,Screenshots,screen_1920x1080_17.jpg,NONE
250708201148.603,53.800,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250708201148.624,53.800,Screenshots,screen_1920x1080_18.jpg,NONE
250708201154.800,60.000,Screenshots,screen_1920x1080_19.jpg,NONE
250708201158.581,63.800,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250708201158.606,63.800,Screenshots,screen_1920x1080_20.jpg,NONE
250708201158.606,63.800,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250708201158.628,63.800,Screenshots,screen_1920x1080_21.jpg,NONE
250708201158.629,63.800,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250708201158.651,63.800,Screenshots,screen_1920x1080_22.jpg,NONE
