datetime,sessionTime,RMSSD
250717182822.767,71.920,10.263
250717182823.800,71.920,11.044
250717182823.804,72.920,11.347
250717182824.747,72.920,12.586
250717182825.737,73.900,13.379
250717182825.740,73.900,13.722
250717182826.727,74.940,12.725
250717182826.731,74.940,12.361
250717182827.760,75.940,12.408
250717182828.751,76.960,13.595
250717182828.755,76.960,13.473
250717182829.739,77.920,12.633
250717182830.731,78.900,13.938
250717182830.734,78.900,13.326
250717182831.767,79.900,18.284
250717182832.757,79.900,22.303
250717182832.760,80.920,23.507
250717182833.745,81.920,25.257
250717182834.737,81.920,25.770
250717182835.727,82.900,31.908
250717182835.732,83.900,33.557
250717182836.763,83.900,37.091
250717182837.754,84.940,37.496
250717182838.741,85.920,33.672
250717182838.746,85.920,33.615
250717182839.731,86.900,32.364
250717182840.766,87.900,30.959
250717182841.759,88.900,36.032
250717182841.763,88.900,35.308
250717182842.747,89.920,31.075
250717182843.737,90.920,33.110
250717182843.741,91.900,33.410
250717182844.728,91.900,33.505
250717182845.763,92.900,33.372
250717182845.766,93.940,34.995
250717182846.752,94.920,33.404
250717182846.757,94.920,28.386
250717182847.744,95.920,27.087
250717182848.732,96.900,25.113
250717182848.737,96.900,26.228
250717182849.766,97.900,12.848
250717182849.771,98.920,12.502
250717182850.756,98.920,9.563
250717182850.761,99.920,7.095
250717182851.748,99.920,6.236
250717182852.734,100.900,7.150
250717182852.740,101.900,7.184
250717182853.728,101.900,6.536
250717182853.731,102.940,6.859
250717182854.764,102.940,9.684
250717182855.752,103.920,10.210
250717182855.756,103.920,10.258
250717182856.742,104.920,11.053
250717182857.734,105.900,12.495
250717182857.737,105.900,12.578
250717182858.767,106.900,14.382
250717182859.754,106.900,14.823
250717182859.759,107.920,15.348
250717182900.749,108.920,17.442
250717182901.780,108.920,17.197
250717182902.772,109.900,19.767
250717182902.777,110.900,20.402
250717182903.762,110.900,19.929
250717182904.753,111.940,22.099
250717182904.758,112.920,22.167
250717182905.742,112.920,22.174
250717182906.733,113.920,21.789
250717182906.737,114.940,20.300
250717182907.770,115.940,23.133
250717182908.756,115.940,21.266
250717182908.761,116.920,21.129
250717182909.746,117.920,21.722
250717182910.740,117.920,19.663
250717182910.744,118.900,20.685
250717182911.727,119.900,20.882
250717182912.760,119.900,20.382
250717182912.764,120.940,21.462
250717182913.752,121.920,18.131
250717182913.758,121.920,18.975
250717182914.740,122.900,17.572
250717182915.732,123.900,22.276
250717182916.810,123.900,25.687
250717182916.814,124.880,26.200
250717182917.759,125.920,26.918
250717182918.749,125.920,29.560
250717182919.738,126.920,29.104
250717182919.742,126.920,30.175
250717182920.725,127.900,30.952
250717182921.764,128.900,32.555
250717182922.754,129.980,29.471
250717182922.757,129.980,29.380
250717182923.742,130.920,25.380
250717182924.731,131.920,25.761
250717182925.770,132.900,24.765
250717182925.773,132.900,23.642
250717182926.764,133.880,23.658
250717182927.749,134.920,22.948
250717182927.753,135.920,21.984
250717182928.735,135.920,26.260
250717182929.727,136.900,23.252
250717182929.731,137.900,24.403
250717182930.760,138.940,26.121
250717182931.752,138.940,26.411
250717182932.741,139.920,25.064
250717182932.747,140.920,26.387
250717183025.702,140.920,26.387
250717183025.702,141.900,26.387
250717183025.702,142.900,26.387
250717183025.702,142.900,26.387
250717183025.702,143.920,26.387
250717183025.703,144.920,26.387
250717183025.703,145.900,26.387
250717183025.703,145.900,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.703,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.704,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.705,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.707,146.700,26.387
250717183025.708,146.700,26.387
250717183025.708,146.700,26.387
250717183025.708,146.700,26.387
250717183025.708,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.709,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.710,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
250717183025.712,146.700,26.387
