datetime,sessionTime,type,message,details
250714195526.990,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714195527.026,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714195527.026,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714195527.050,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714195537.055,8.420,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714195537.083,8.420,Screenshots,screen_1920x1080_2.jpg,NONE
250714195537.084,8.420,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714195537.112,8.420,Screenshots,screen_1920x1080_3.jpg,NONE
250714195537.112,8.420,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714195537.135,8.420,Screenshots,screen_1920x1080_4.jpg,NONE
250714195547.090,18.460,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250714195547.120,18.460,Screenshots,screen_1920x1080_5.jpg,NONE
250714195547.120,18.460,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250714195547.142,18.460,Screenshots,screen_1920x1080_6.jpg,NONE
250714195548.656,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250714195552.147,23.520,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250714195552.177,23.520,Screenshots,screen_1920x1080_8.jpg,NONE
250714195552.177,23.520,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250714195552.203,23.520,Screenshots,screen_1920x1080_9.jpg,NONE
250714195612.735,30.120,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250714195612.786,30.120,Screenshots,screen_1920x1080_10.jpg,NONE
250714195612.786,30.120,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250714195612.824,30.120,Screenshots,screen_1920x1080_11.jpg,NONE
