datetime,sessionTime,type,message,details
250715144957.591,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715144957.641,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715144957.642,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715144957.666,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715145007.675,1.460,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715145007.700,1.460,Screenshots,screen_1920x1080_2.jpg,NONE
250715145007.929,1.460,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715145007.966,1.460,Screenshots,screen_1920x1080_3.jpg,NONE
250715145007.968,1.460,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715145007.989,1.460,Screenshots,screen_1920x1080_4.jpg,NONE
250715145026.245,20.000,Screenshots,screen_1920x1080_5.jpg,NONE
250715145042.707,36.480,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715145042.736,36.480,Screenshots,screen_1920x1080_6.jpg,NONE
250715145042.736,36.480,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715145042.761,36.480,Screenshots,screen_1920x1080_7.jpg,NONE
250715145046.247,40.000,Screenshots,screen_1920x1080_8.jpg,NONE
250715145047.779,41.540,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715145047.804,41.540,Screenshots,screen_1920x1080_9.jpg,NONE
250715145047.804,41.540,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715145047.823,41.540,Screenshots,screen_1920x1080_10.jpg,NONE
250715145106.244,60.000,Screenshots,screen_1920x1080_11.jpg,NONE
250715145122.766,76.540,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250715145122.797,76.540,Screenshots,screen_1920x1080_12.jpg,NONE
250715145122.798,76.540,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250715145122.824,76.540,Screenshots,screen_1920x1080_13.jpg,NONE
250715145126.252,80.000,Screenshots,screen_1920x1080_14.jpg,NONE
250715145127.846,81.600,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250715145127.880,81.600,Screenshots,screen_1920x1080_15.jpg,NONE
25071514
