datetime,sessionTime,type,message,details
250715175149.154,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715175149.197,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715175149.198,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715175149.223,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715175159.227,8.540,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715175159.256,8.540,Screenshots,screen_1920x1080_2.jpg,NONE
250715175159.259,8.540,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715175159.289,8.540,Screenshots,screen_1920x1080_3.jpg,NONE
250715175159.289,8.540,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715175159.314,8.540,Screenshots,screen_1920x1080_4.jpg,NONE
250715175210.705,20.000,Screenshots,screen_1920x1080_5.jpg,NONE
250715175230.707,40.000,Screenshots,screen_1920x1080_6.jpg,NONE
250715175234.263,43.580,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715175234.292,43.580,Screenshots,screen_1920x1080_7.jpg,NONE
250715175234.292,43.580,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715175234.319,43.580,Screenshots,screen_1920x1080_8.jpg,NONE
250715175239.332,48.640,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715175239.370,48.640,Screenshots,screen_1920x1080_9.jpg,NONE
250715175239.370,48.640,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715175239.393,48.640,Screenshots,screen_1920x1080_10.jpg,NONE
