datetime,sessionTime,leftTrigger,rightTrigger,totalValue
250702144829.444,1.020,0,000,0,000,0,000
250702144830.464,2.040,0,000,0,000,0,000
250702144831.483,3.060,0,000,0,000,0,000
250702144832.503,4.080,0,000,0,000,0,000
250702144833.525,5.100,0,000,0,000,0,000
250702144834.543,6.120,0,000,0,000,0,000
250702144835.563,7.140,0,000,0,000,0,000
250702144836.583,8.160,0,000,0,000,0,000
250702144837.603,9.180,0,000,0,000,0,000
250702144838.625,10.200,0,000,0,000,0,000
250702144839.644,11.220,0,000,0,000,0,000
250702144840.664,12.240,0,000,0,000,0,000
250702144841.685,13.260,0,000,0,000,0,000
250702144842.702,14.280,0,000,0,000,0,000
