datetime,sessionTime,HR
250707145358.667,0.620,64
250707145359.702,1.640,64
250707145400.691,2.640,64
250707145401.680,3.620,64
250707145402.760,4.700,63
250707145403.707,5.660,63
250707145404.699,6.640,63
250707145405.688,7.640,63
250707145406.680,8.620,63
250707145407.669,9.620,63
