datetime,sessionTime,type,message,details
250715112332.273,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715112332.311,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715112332.312,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715112332.339,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715112342.343,7.580,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715112342.385,7.580,Screenshots,screen_1920x1080_2.jpg,NONE
250715112342.705,7.580,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715112342.742,7.580,Screenshots,screen_1920x1080_3.jpg,NONE
250715112342.742,7.580,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715112342.774,7.580,Screenshots,screen_1920x1080_4.jpg,NONE
250715112354.912,20.000,Screenshots,screen_1920x1080_5.jpg,NONE
250715112357.391,22.500,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715112357.429,22.500,Screenshots,screen_1920x1080_6.jpg,NONE
250715112357.429,22.500,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715112357.463,22.500,Screenshots,screen_1920x1080_7.jpg,NONE
250715112402.488,27.580,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715112402.515,27.580,Screenshots,screen_1920x1080_8.jpg,NONE
250715112402.516,27.580,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715112402.540,27.580,Screenshots,screen_1920x1080_9.jpg,NONE
