datetime,sessionTime,type,message,details
250716114131.433,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250716114131.465,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250716114131.467,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250716114131.487,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250716114141.490,8.060,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250716114141.513,8.060,Screenshots,screen_1920x1080_2.jpg,NONE
250716114141.961,8.060,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250716114141.983,8.060,Screenshots,screen_1920x1080_3.jpg,NONE
250716114141.983,8.060,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250716114142.004,8.060,Screenshots,screen_1920x1080_4.jpg,NONE
250716114153.655,20.000,Screenshots,screen_1920x1080_5.jpg,NONE
250716114213.659,40.000,Screenshots,screen_1920x1080_6.jpg,NONE
250716114216.521,42.900,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250716114216.548,42.900,Screenshots,screen_1920x1080_7.jpg,NO
