datetime,sessionTime,leftTrigger,rightTrigger,totalValue
250707232205.743,1.020,0,000,0,000,0,000
250707232206.765,2.040,0,000,0,000,0,000
250707232207.783,3.060,0,000,0,000,0,000
250707232208.802,4.080,0,000,0,000,0,000
250707232209.822,5.100,0,000,0,000,0,000
250707232210.843,6.120,0,000,0,000,0,000
250707232211.863,7.140,0,000,0,000,0,000
250707232212.882,8.160,0,000,0,000,0,000
250707232213.903,9.180,0,000,0,000,0,000
250707232214.929,10.200,0,000,0,000,0,000
250707232215.943,11.220,0,000,0,000,0,000
250707232216.973,12.240,0,000,0,000,0,000
250707232217.983,13.260,0,000,0,000,0,000
250707232219.002,14.280,0,000,0,000,0,000
250707232220.022,15.300,0,000,0,000,0,000
250707232221.042,16.320,0,000,0,000,0,000
250707232222.062,17.340,0,000,0,000,0,000
250707232223.082,18.360,0,000,0,000,0,000
250707232224.103,19.380,0,000,0,000,0,000
250707232225.124,20.400,0,000,0,000,0,000
250707232226.142,21.420,0,000,0,000,0,000
250707232227.163,22.440,0,000,0,000,0,000
250707232228.183,23.460,0,000,0,000,0,000
250707232229.203,24.480,0,000,0,000,0,000
250707232230.223,25.500,0,000,0,000,0,000
250707232231.243,26.520,0,000,0,000,0,000
250707232232.263,27.540,0,000,0,000,0,000
250707232233.284,28.560,0,000,0,000,0,000
250707232234.302,29.580,0,000,0,000,0,000
250707232235.324,30.600,0,000,0,000,0,000
250707232236.344,31.620,0,000,0,000,0,000
250707232237.362,32.640,0,000,0,000,0,000
250707232238.383,33.660,0,000,0,000,0,000
250707232239.403,34.680,0,000,0,000,0,000
250707232240.423,35.700,0,000,0,000,0,000
250707232241.442,36.720,0,000,0,000,0,000
250707232242.462,37.740,0,000,0,000,0,000
250707232243.483,38.760,0,000,0,000,0,000
250707232244.504,39.780,0,000,0,000,0,000
250707232245.525,40.800,0,000,0,000,0,000
250707232246.543,41.820,0,000,0,000,0,000
250707232247.562,42.840,0,000,0,000,0,000
250707232248.582,43.860,0,000,0,000,0,000
250707232249.602,44.880,0,000,0,000,0,000
250707232250.621,45.900,0,000,0,000,0,000
250707232251.641,46.920,0,000,0,000,0,000
250707232252.662,47.940,0,000,0,000,0,000
250707232253.684,48.960,0,000,0,000,0,000
250707232254.703,49.980,0,000,0,000,0,000
250707232255.722,51.000,0,000,0,000,0,000
250707232256.744,52.020,0,000,0,000,0,000
250707232257.764,53.040,0,000,0,000,0,000
250707232258.783,54.060,0,000,0,000,0,000
250707232259.802,55.080,0,000,0,000,0,000
