datetime,sessionTime,leftTrigger,rightTrigger,totalValue
250714171455.826,1.020,0,000,0,000,0,000
250714171456.843,2.040,0,000,0,000,0,000
250714171457.861,3.060,0,000,0,000,0,000
250714171458.887,4.080,0,000,0,000,0,000
250714171459.902,5.100,0,000,0,000,0,000
250714171500.922,6.120,0,000,0,000,0,000
250714171501.941,7.140,0,000,0,000,0,000
250714171502.967,8.160,0,000,0,000,0,000
250714171503.985,9.180,0,000,0,000,0,000
250714171505.005,10.200,0,000,0,000,0,000
250714171506.027,11.220,0,000,0,000,0,000
250714171507.046,12.240,0,000,0,000,0,000
250714171508.066,13.260,0,000,0,000,0,000
250714171509.084,14.280,0,000,0,000,0,000
250714171510.103,15.300,0,000,0,000,0,000
250714171511.127,16.320,0,000,0,000,0,000
250714171512.145,17.340,0,000,0,000,0,000
250714171513.164,18.360,0,000,0,000,0,000
250714171514.185,19.380,0,000,0,000,0,000
250714171515.205,20.400,0,000,0,000,0,000
