datetime,sessionTime,type,message,details
250714200746.562,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714200746.595,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714200746.596,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714200746.620,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714200756.625,8.040,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714200756.653,8.040,Screenshots,screen_1920x1080_2.jpg,NONE
250714200756.880,8.040,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714200756.910,8.040,Screenshots,screen_1920x1080_3.jpg,NONE
250714200756.910,8.040,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714200756.932,8.040,Screenshots,screen_1920x1080_4.jpg,NONE
250714200806.657,18.060,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250714200806.685,18.060,Screenshots,screen_1920x1080_5.jpg,NONE
250714200806.685,18.060,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250714200806.709,18.060,Screenshots,screen_1920x1080_6.jpg,NONE
250714200808.612,20.000,Screenshots,screen_1920x1080_7.jpg,NONE
250714200811.719,23.120,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250714200811.751,23.120,Screenshots,screen_1920x1080_8.jpg,NONE
250714200811.751,23.120,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250714200811.774,23.120,Screenshots,screen_1920x1080_9.jpg,NONE
250714200854.596,27.600,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250714200854.644,27.600,Screenshots,screen_1920x1080_10.jpg,NONE
250714200854.644,27.600,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250714200854.681,27.600,Screenshots,screen_1920x1080_11.jpg,NONE
