datetime,sessionTime,type,message,details
250715003457.919,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250715003457.958,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250715003457.959,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250715003457.984,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250715003507.987,8.400,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250715003508.012,8.400,Screenshots,screen_1920x1080_2.jpg,NONE
250715003508.014,8.400,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250715003508.037,8.400,Screenshots,screen_1920x1080_3.jpg,NONE
250715003508.039,8.400,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250715003508.062,8.400,Screenshots,screen_1920x1080_4.jpg,NONE
250715003519.611,19.980,Screenshots,screen_1920x1080_5.jpg,NONE
250715003539.614,40.000,Screenshots,screen_1920x1080_6.jpg,NONE
250715003543.017,43.420,ManualMarkers,PhobiaTest_Entomophobia_Ended,CUSTOM_MARKER
250715003543.045,43.420,Screenshots,screen_1920x1080_7.jpg,NONE
250715003543.045,43.420,ManualMarkers,ExperimentalStageEnded:0,CUSTOM_MARKER
250715003543.070,43.420,Screenshots,screen_1920x1080_8.jpg,NONE
250715003548.082,48.480,ManualMarkers,PhobiaTest_Nyctophobia_Started,CUSTOM_MARKER
250715003548.107,48.480,Screenshots,screen_1920x1080_9.jpg,NONE
250715003548.107,48.480,ManualMarkers,ExperimentalStageStarted:1,CUSTOM_MARKER
250715003548.128,48.480,Screenshots,screen_1920x1080_10.jpg,NONE
250715003559.608,60.000,Screenshots,screen_1920x1080_11.jpg,NONE
250715003619.609,80.000,Screenshots,screen_1920x1080_12.jpg,NONE
250715003623.076,83.480,ManualMarkers,PhobiaTest_Nyctophobia_Ended,CUSTOM_MARKER
250715003623.105,83.480,Screenshots,screen_1920x1080_13.jpg,NONE
250715003623.105,83.480,ManualMarkers,ExperimentalStageEnded:1,CUSTOM_MARKER
250715003623.134,83.480,Screenshots,screen_1920x1080_14.jpg,NONE
250715003628.135,88.540,ManualMarkers,PhobiaTest_Scopophobia_Started,CUSTOM_MARKER
250715003628.197,88.540,Screenshots,screen_1920x1080_15.jpg,NONE
250715003628.197,88.540,ManualMarkers,ExperimentalStageStarted:2,CUSTOM_MARKER
250715003628.226,88.540,Screenshots,screen_1920x1080_16.jpg,NONE
250715003639.619,100.000,Screenshots,screen_1920x1080_17.jpg,NONE
250715003659.623,120.000,Screenshots,screen_1920x1080_18.jpg,NONE
250715003703.138,123.540,ManualMarkers,PhobiaTest_Scopophobia_Ended,CUSTOM_MARKER
250715003703.170,123.540,Screenshots,screen_1920x1080_19.jpg,NONE
250715003703.170,123.540,ManualMarkers,ExperimentalStageEnded:2,CUSTOM_MARKER
250715003703.199,123.540,Screenshots,screen_1920x1080_20.jpg,NONE
250715003708.202,128.600,ManualMarkers,PhobiaTest_Claustrophobia_Started,CUSTOM_MARKER
250715003708.234,128.600,Screenshots,screen_1920x1080_21.jpg,NONE
250715003708.235,128.600,ManualMarkers,ExperimentalStageStarted:3,CUSTOM_MARKER
250715003708.264,128.600,Screenshots,screen_1920x1080_22.jpg,NONE
250715003719.622,140.000,Screenshots,screen_1920x1080_23.jpg,NONE
250715003739.628,160.000,Screenshots,screen_1920x1080_24.jpg,NONE
250715003743.203,163.600,ManualMarkers,PhobiaTest_Claustrophobia_Ended,CUSTOM_MARKER
250715003743.235,163.600,Screenshots,screen_1920x1080_25.jpg,NONE
250715003743.236,163.600,ManualMarkers,ExperimentalStageEnded:3,CUSTOM_MARKER
250715003743.266,163.600,Screenshots,screen_1920x1080_26.jpg,NONE
250715003743.267,163.600,ManualMarkers,ExperimentEnded,CUSTOM_MARKER
250715003743.297,163.600,Screenshots,screen_1920x1080_27.jpg,NONE
