datetime,sessionTime,type,message,details
250714173258.187,0.000,ManualMarkers,ExperimentStarted,CUSTOM_MARKER
250714173258.227,0.000,Screenshots,screen_1920x1080_0.jpg,NONE
250714173258.228,0.000,ManualMarkers,BaselineCollectionStarted,CUSTOM_MARKER
250714173258.254,0.000,Screenshots,screen_1920x1080_1.jpg,NONE
250714173308.256,8.860,ManualMarkers,BaselineCollectionEnded,CUSTOM_MARKER
250714173308.287,8.860,Screenshots,screen_1920x1080_2.jpg,NONE
250714173308.290,8.860,ManualMarkers,PhobiaTest_Entomophobia_Started,CUSTOM_MARKER
250714173308.319,8.860,Screenshots,screen_1920x1080_3.jpg,NONE
250714173308.320,8.860,ManualMarkers,ExperimentalStageStarted:0,CUSTOM_MARKER
250714173308.345,8.860,Screenshots,screen_1920x1080_4.jpg,NONE
